"GEO_ID","NAME","B08528_001E","B08528_001M","B08528_002E","B08528_002M","B08528_003E","B08528_003M","B08528_004E","B08528_004M","B08528_005E","B08528_005M","B08528_006E","B08528_006M","B08528_007E","B08528_007M","B08528_008E","B08528_008M","B08528_009E","B08528_009M","B08528_010E","B08528_010M","B08528_011E","B08528_011M","B08528_012E","B08528_012M","B08528_013E","B08528_013M","B08528_014E","B08528_014M","B08528_015E","B08528_015M","B08528_016E","B08528_016M","B08528_017E","B08528_017M","B08528_018E","B08528_018M","B08528_019E","B08528_019M","B08528_020E","B08528_020M","B08528_021E","B08528_021M","B08528_022E","B08528_022M","B08528_023E","B08528_023M","B08528_024E","B08528_024M","B08528_025E","B08528_025M","B08528_026E","B08528_026M","B08528_027E","B08528_027M","B08528_028E","B08528_028M","B08528_029E","B08528_029M","B08528_030E","B08528_030M","B08528_031E","B08528_031M","B08528_032E","B08528_032M","B08528_033E","B08528_033M","B08528_034E","B08528_034M","B08528_035E","B08528_035M","B08528_036E","B08528_036M","B08528_037E","B08528_037M","B08528_038E","B08528_038M","B08528_039E","B08528_039M","B08528_040E","B08528_040M","B08528_041E","B08528_041M","B08528_042E","B08528_042M","B08528_043E","B08528_043M","B08528_044E","B08528_044M","B08528_045E","B08528_045M","B08528_046E","B08528_046M","B08528_047E","B08528_047M","B08528_048E","B08528_048M","B08528_049E","B08528_049M","B08528_050E","B08528_050M","B08528_051E","B08528_051M","B08528_052E","B08528_052M","B08528_053E","B08528_053M","B08528_054E","B08528_054M","B08528_055E","B08528_055M","B08528_056E","B08528_056M","B08528_057E","B08528_057M","B08528_058E","B08528_058M","B08528_059E","B08528_059M","B08528_060E","B08528_060M","B08528_061E","B08528_061M","B08528_062E","B08528_062M","B08528_063E","B08528_063M","B08528_064E","B08528_064M","B08528_065E","B08528_065M","B08528_066E","B08528_066M","B08528_067E","B08528_067M","B08528_068E","B08528_068M","B08528_069E","B08528_069M","B08528_070E","B08528_070M"
"0500000US36063","Niagara County, New York","76381","1570","53653","1431","51309","1427","2344","306","6791","566","7743","606","2423","276","1967","319","3675","375","129","72","64187","1522","45044","1339","43269","1357","1775","278","5618","510","7094","585","2116","237","1760","297","2487","304","68","47","5300","547","3843","495","3794","495","49","36","554","168","373","116","246","83","109","65","153","62","22","26","1139","241","861","211","847","207","14","21","158","77","83","59","20","24","0","27","0","27","17","31","1871","296","1309","264","1213","252","96","54","310","110","78","57","7","7","33","41","131","68","3","4","1191","251","974","222","931","220","43","40","84","62","41","36","9","14","8","18","75","59","0","27","2693","357","1622","234","1255","186","367","129","67","48","74","61","25","24","57","45","829","227","19","30"
"0500000US36119","Westchester County, New York","446057","4190","309577","3685","287552","3539","22025","1032","45978","1463","40414","1575","14101","817","5382","609","30021","1292","584","173","304702","3184","206826","3078","193195","3009","13631","833","33120","1066","33409","1432","10736","728","4162","539","16120","915","329","117","39321","1560","28566","1409","27080","1370","1486","245","3769","535","2968","374","1248","271","241","106","2429","361","100","61","46003","1873","35700","1731","35132","1713","568","154","4317","519","1890","319","1458","273","447","143","2173","414","18","31","23195","1453","17125","1226","16502","1184","623","179","2469","384","1323","270","394","132","155","78","1673","435","56","53","7363","650","5553","575","5229","563","324","127","569","183","446","132","110","75","7","9","654","223","24","28","25473","1055","15807","848","10414","693","5393","563","1734","235","378","106","155","93","370","131","6972","516","57","49"
"0500000US36025","Delaware County, New York","20099","719","11812","583","10966","552","846","220","1819","262","2281","296","1661","210","249","109","2202","290","75","68","15256","737","9092","574","8602","553","490","165","1495","255","2020","288","1403","197","199","107","1039","180","8","8","1657","285","1022","224","992","221","30","19","112","50","123","51","168","98","18","28","211","95","3","6","145","75","89","67","89","67","0","24","4","6","27","31","14","16","11","17","0","24","0","24","1357","249","928","208","868","217","60","36","171","69","50","23","65","28","0","24","112","57","31","51","341","121","193","116","172","117","21","18","7","9","34","20","0","24","8","12","96","94","3","4","1343","241","488","181","243","77","245","163","30","20","27","32","11","10","13","19","744","155","30","42"
"0500000US36031","Essex County, New York","16719","672","9541","472","8807","447","734","151","2011","290","1706","227","1459","215","368","142","1599","203","35","24","12938","647","7308","441","6895","415","413","104","1650","226","1466","201","1285","205","213","86","1007","166","9","15","1735","301","974","222","927","215","47","38","196","96","180","79","120","56","131","102","134","55","0","24","158","74","139","74","127","76","12","20","12","11","4","6","2","3","1","2","0","24","0","24","491","141","359","123","288","110","71","63","78","56","5","5","18","16","0","24","26","14","5","7","347","125","293","119","289","120","4","7","7","11","8","8","18","27","7","11","14","14","0","24","1050","208","468","132","281","107","187","85","68","57","43","30","16","16","16","46","418","115","21","18"
"0500000US36057","Montgomery County, New York","19507","771","13537","715","13030","689","507","107","2483","283","1649","236","544","123","203","68","1052","178","39","31","14965","666","10265","602","9919","588","346","81","2133","269","1437","225","494","120","126","48","500","103","10","7","1981","315","1588","299","1572","297","16","18","144","59","109","45","35","24","4","6","101","46","0","24","102","46","61","38","59","39","2","3","22","26","5","7","0","24","0","24","14","20","0","24","1034","226","755","197","670","180","85","77","106","59","53","41","0","24","47","41","73","47","0","24","545","143","509","141","509","141","0","24","21","20","9","9","6","10","0","24","0","24","0","24","880","192","359","110","301","98","58","46","57","49","36","38","9","10","26","25","364","133","29","30"
"0500000US36059","Nassau County, New York","577326","5154","421813","4983","388932","4806","32881","1388","48612","1447","50011","1384","17363","811","7019","624","31852","1228","656","174","439628","4971","316371","4632","294555","4293","21816","1096","39621","1314","43573","1244","15228","727","5805","594","18600","871","430","140","46822","1535","36188","1381","33698","1381","2490","353","3225","382","2921","345","912","192","414","138","3050","412","112","69","39275","1629","31764","1423","31242","1423","522","156","2443","324","1413","268","466","124","338","102","2840","454","11","18","17017","905","13028","851","12389","840","639","186","1610","225","1056","202","199","63","186","84","914","259","24","19","7386","659","5798","570","5480","560","318","105","544","149","468","178","103","65","57","45","412","132","4","7","27198","1275","18664","1026","11568","744","7096","626","1169","211","580","195","455","130","219","101","6036","498","75","57"
"0500000US36085","Richmond County, New York","130142","2562","82944","2042","78073","1984","4871","470","12411","819","21131","968","4477","448","1877","244","7196","712","106","58","87684","2020","54072","1539","51116","1518","2956","392","8031","628","16639","914","3426","390","1265","213","4178","492","73","48","10744","922","7237","710","6727","669","510","168","1198","253","1518","301","307","125","109","62","363","107","12","19","19757","1287","14110","1110","13878","1076","232","111","2013","326","1989","350","505","186","259","95","881","233","0","27","5048","497","3246","381","3097","369","149","93","674","177","581","206","126","62","94","32","326","139","1","4","1608","319","1094","298","1049","295","45","38","159","84","182","110","63","53","35","36","61","50","14","22","5301","524","3185","409","2206","335","979","220","336","101","222","87","50","39","115","81","1387","304","6","8"
"0500000US36097","Schuyler County, New York","6214","500","3778","396","3560","378","218","68","619","126","663","143","294","87","24","15","831","235","5","8","4468","365","2906","310","2770","292","136","58","446","100","533","122","245","74","24","15","314","129","0","18","813","231","464","188","450","187","14","18","83","50","84","61","36","26","0","18","146","114","0","18","142","92","112","89","112","89","0","18","5","6","0","18","0","18","0","18","25","39","0","18","225","72","144","56","122","43","22","26","21","19","18","17","2","3","0","18","40","29","0","18","63","32","39","24","26","19","13","15","3","5","7","11","11","15","0","18","3","4","0","18","503","149","113","47","80","31","33","39","61","59","21","32","0","18","0","18","303","117","5","8"
"0500000US36109","Tompkins County, New York","60191","1147","33598","1031","32048","1010","1550","249","14964","771","3918","386","3646","385","397","116","3614","339","54","32","39391","1178","23090","952","22214","946","876","163","8784","615","2910","336","2517","345","296","96","1781","273","13","11","6219","539","3173","427","3077","430","96","72","2019","302","322","93","418","155","25","25","262","102","0","27","3304","355","1489","249","1403","241","86","96","1443","249","120","61","131","61","21","33","100","98","0","27","6951","567","3640","429","3479","425","161","95","1993","320","435","156","426","106","28","42","415","136","14","16","1204","254","760","226","733","222","27","37","270","116","76","59","47","34","22","25","29","21","0","27","3122","305","1446","216","1142","195","304","97","455","146","55","39","107","50","5","10","1027","176","27","29"
"0500000US36017","Chenango County, New York","19159","678","11736","516","11278","517","458","138","1736","217","2166","267","1637","240","97","45","1698","282","89","61","14476","588","8979","429","8639","431","340","126","1386","184","1687","242","1445","233","92","44","876","183","11","13","2412","289","1632","220","1603","214","29","35","197","77","302","116","174","60","2","4","105","48","0","24","83","47","30","21","30","21","0","24","32","34","21","24","0","24","0","24","0","24","0","24","941","161","589","125","564","125","25","16","77","41","121","51","8","8","0","24","120","51","26","18","201","76","140","57","140","57","0","24","22","30","13","13","0","24","0","24","26","37","0","24","1046","230","366","83","302","76","64","34","22","16","22","17","10","8","3","6","571","195","52","51"
"0500000US36023","Cortland County, New York","22014","712","13453","596","12804","615","649","178","2277","261","2261","276","2425","345","189","61","1343","214","66","39","17042","713","10495","599","10080","596","415","134","1764","212","1948","265","1809","285","178","61","827","165","21","22","2341","310","1613","274","1522","240","91","68","318","132","203","89","98","43","0","24","103","45","6","9","152","75","59","55","59","55","0","24","52","31","18","30","23","24","0","24","0","24","0","24","1295","214","777","174","751","175","26","28","92","47","52","43","253","82","11","13","110","63","0","24","216","82","139","75","137","74","2","4","14","16","27","25","25","25","0","24","11","12","0","24","968","163","370","103","255","86","115","57","37","25","13","14","217","75","0","24","292","95","39","29"
"0500000US36045","Jefferson County, New York","56364","1000","27168","927","26224","928","944","163","4774","392","4017","382","3142","335","14305","758","2838","298","120","62","44068","976","22029","890","21304","891","725","147","4072","368","3554","351","2631","309","9988","670","1740","228","54","41","5330","594","2935","408","2890","409","45","27","354","107","265","107","393","119","1177","293","200","133","6","10","243","134","131","105","131","105","0","27","47","45","34","50","16","24","0","27","15","21","0","27","2951","400","732","190","715","188","17","15","132","68","94","56","44","24","1863","340","86","36","0","27","1035","258","670","214","649","214","21","25","73","88","8","12","21","18","232","107","31","29","0","27","2737","645","671","178","535","157","136","79","96","47","62","38","37","34","1045","569","766","170","60","46"
"0500000US36065","Oneida County, New York","107645","1370","67159","1295","64361","1271","2798","331","14092","650","9504","629","8173","561","2933","355","5593","564","191","94","89051","1371","55608","1193","53461","1165","2147","292","11663","589","8414","601","7229","516","2532","318","3518","416","87","55","8535","625","5801","531","5584","519","217","73","923","175","551","131","670","190","206","100","369","125","15","23","1183","213","642","152","638","152","4","5","318","112","84","46","43","29","45","51","51","39","0","27","3567","399","2281","316","2172","321","109","75","700","159","221","99","88","41","13","13","252","91","12","14","820","165","549","153","538","155","11","16","55","38","46","41","90","62","28","31","45","32","7","10","4489","496","2278","314","1968","280","310","114","433","143","188","108","53","43","109","67","1358","287","70","77"
"0500000US36103","Suffolk County, New York","642724","4718","460421","4783","422610","4767","37811","1253","46910","1952","53667","1511","35719","1444","14057","947","30978","1548","972","241","534669","4758","382795","4612","354493","4586","28302","1088","39148","1680","48764","1490","31074","1403","12261","901","20107","1357","520","145","50475","2037","38162","1713","35731","1720","2431","304","3754","410","2514","345","2526","366","1079","220","2223","397","217","166","11465","823","8754","732","8431","699","323","116","872","207","595","175","520","154","252","95","472","236","0","27","10249","861","7020","712","6331","692","689","156","1040","251","702","208","812","185","83","47","575","232","17","23","8477","854","6437","733","5933","694","504","165","704","246","417","156","292","109","131","67","481","148","15","26","27389","1401","17253","961","11691","737","5562","483","1392","301","675","172","495","177","251","120","7120","724","203","92"
"0500000US36121","Wyoming County, New York","15019","587","9310","418","8749","412","561","117","899","173","1541","158","1951","255","175","73","1054","188","89","65","12069","509","7663","399","7244","413","419","97","702","157","1331","137","1676","240","155","71","523","90","19","18","1378","206","762","144","716","138","46","39","95","47","131","55","248","114","20","19","101","61","21","19","56","28","50","27","50","27","0","24","0","24","0","24","0","24","0","24","6","9","0","24","751","173","522","154","496","149","26","20","81","49","35","31","17","25","0","24","70","39","26","40","152","71","87","43","77","40","10","9","4","6","16","24","0","24","0","24","45","49","0","24","613","193","226","118","166","109","60","37","17","26","28","18","10","10","0","24","309","139","23","27"
"0500000US36015","Chemung County, New York","37576","851","25331","818","24611","787","720","166","4729","375","2784","270","2486","376","335","80","1844","234","67","38","31190","748","20965","674","20380","655","585","153","3970","350","2442","271","2204","358","304","73","1256","214","49","31","3523","427","2471","352","2423","349","48","40","430","125","241","106","250","126","31","27","95","58","5","8","653","174","531","157","531","157","0","27","80","57","42","36","0","27","0","27","0","27","0","27","1103","196","782","158","743","154","39","29","147","74","35","25","2","5","0","27","136","72","1","4","319","103","253","92","253","92","0","27","20","19","0","27","21","33","0","27","25","28","0","27","788","136","329","89","281","89","48","33","82","51","24","23","9","10","0","27","332","84","12","15"
"0500000US36075","Oswego County, New York","37090","1079","22466","931","21554","922","912","189","3585","378","4499","375","3811","357","575","128","2108","277","46","28","29685","1049","18376","866","17827","872","549","156","2745","316","3888","326","3027","324","484","114","1153","198","12","10","2914","343","1771","278","1719","273","52","41","236","98","423","159","252","125","30","35","199","81","3","5","414","157","219","131","219","131","0","27","52","31","74","55","63","62","0","27","6","11","0","27","1990","271","1029","201","960","189","69","51","316","135","54","34","365","111","22","28","176","74","28","27","438","120","307","105","307","105","0","27","42","40","27","28","23","37","0","27","39","39","0","27","1649","234","764","167","522","135","242","88","194","98","33","32","81","47","39","54","535","144","3","4"
"0500000US36077","Otsego County, New York","28570","838","16282","706","15344","685","938","175","5218","386","2186","242","2200","257","340","198","2221","250","123","59","21034","792","12140","628","11371","612","769","166","3938","335","1868","206","1620","246","178","76","1253","226","37","27","2818","323","1806","286","1783","287","23","19","389","112","154","63","270","90","0","27","196","68","3","5","386","99","230","82","230","82","0","27","126","48","0","27","13","17","0","27","17","29","0","27","2332","307","1229","211","1200","208","29","21","542","133","119","48","165","76","0","27","244","70","33","21","582","173","374","140","365","138","9","9","97","68","0","27","17","26","37","48","57","35","0","27","1418","234","503","101","395","86","108","39","126","63","45","30","115","46","125","179","454","99","50","45"
"0500000US36117","Wayne County, New York","30221","1060","19706","814","18847","821","859","208","2914","402","3375","347","2051","331","190","61","1954","304","31","30","24702","979","16121","731","15541","735","580","141","2357","341","3020","317","1851","311","138","50","1206","246","9","15","2406","320","1675","266","1609","264","66","53","192","97","247","107","102","47","21","23","165","70","4","6","304","143","143","90","143","90","0","27","144","144","4","6","0","27","0","27","13","19","0","27","783","168","518","134","483","127","35","38","129","72","32","23","57","48","0","27","45","29","2","11","477","196","345","182","339","182","6","9","59","33","37","28","14","22","0","27","22","24","0","27","1549","270","904","219","732","208","172","89","33","27","35","24","27","25","31","33","503","142","16","20"
"0500000US36001","Albany County, New York","224394","2813","127249","2577","122583","2554","4666","438","28627","1120","13825","853","41136","1459","6118","507","7290","635","149","73","177798","2753","100015","2325","96436","2331","3579","386","22963","997","11751","806","32774","1169","5410","437","4786","449","99","59","18735","1164","10681","908","10420","906","261","114","2284","358","1058","214","3787","434","379","131","523","182","23","26","12289","776","7351","686","7253","694","98","65","1313","327","552","190","2651","319","155","89","250","95","17","26","7679","734","4210","536","4053","507","157","108","1207","204","347","115","1456","313","41","29","418","164","0","27","2586","380","1606","302","1594","298","12","16","341","151","62","53","337","104","69","54","171","92","0","27","5307","540","3386","390","2827","342","559","156","519","152","55","42","131","60","64","82","1142","236","10","14"
"0500000US36007","Broome County, New York","90968","1419","58801","1280","56754","1260","2047","252","10485","608","7534","541","9506","685","688","180","3898","305","56","50","74253","1343","47876","1213","46210","1216","1666","245","8756","559","6546","490","7840","558","596","164","2586","266","53","50","7416","616","5167","499","5066","506","101","62","898","167","602","171","487","151","35","29","227","74","0","27","2830","480","1470","330","1444","330","26","27","313","140","161","79","785","294","0","27","101","63","0","27","3218","396","2331","352","2287","353","44","37","341","104","119","62","284","92","25","33","118","56","0","27","652","171","518","147","506","146","12","14","42","33","29","32","28","25","0","27","32","27","3","6","2599","316","1439","228","1241","212","198","71","135","64","77","67","82","56","32","32","834","159","0","27"
"0500000US36029","Erie County, New York","469089","2707","330797","2889","318030","2951","12767","838","49698","1571","33019","1168","26645","1193","10101","689","18486","990","343","110","386097","2914","273446","2833","263901","2918","9545","707","40633","1385","28364","1125","21967","1079","8751","632","12684","847","252","99","36149","1339","26236","1055","25120","1026","1116","326","3917","480","2493","281","1991","318","392","124","1099","206","21","35","16507","950","11298","825","11198","824","100","66","2394","333","1080","181","1074","214","356","125","296","96","9","14","12122","818","8343","643","8011","619","332","130","1466","278","708","190","998","203","125","61","460","147","22","19","4791","441","3577","366","3407","372","170","92","395","145","144","71","288","166","182","109","195","92","10","14","13423","852","7897","576","6393","500","1504","297","893","187","230","98","327","115","295","98","3752","489","29","27"
"0500000US36053","Madison County, New York","23973","746","14146","651","13230","618","916","240","3534","370","2182","272","1660","244","420","153","1991","308","40","27","18239","710","10746","637","10137","623","609","217","2905","346","1876","250","1342","231","332","141","1017","188","21","22","1772","253","1176","203","1146","200","30","19","151","55","170","66","178","67","25","32","72","40","0","27","169","120","123","119","123","119","0","27","35","24","0","27","11","15","0","27","0","27","0","27","1685","298","978","232","863","192","115","108","281","100","90","44","119","83","36","27","173","68","8","14","293","83","155","56","137","55","18","16","74","33","31","48","0","27","0","27","30","32","3","4","1815","271","968","185","824","176","144","63","88","59","15","21","10","9","27","24","699","201","8","8"
"0500000US36105","Sullivan County, New York","27031","992","14764","798","13567","794","1197","208","4739","505","3253","362","1946","285","259","87","2041","268","29","23","21909","880","11986","741","11265","725","721","177","3726","352","2830","353","1745","256","175","68","1418","233","29","23","2007","292","1099","249","1032","242","67","52","353","120","266","105","124","54","16","25","149","90","0","27","151","95","55","40","49","38","6","11","86","86","0","27","10","12","0","27","0","27","0","27","882","241","485","191","462","187","23","23","236","115","66","54","6","12","34","38","55","40","0","27","482","197","337","158","334","158","3","4","91","61","15","16","33","64","6","9","0","27","0","27","1600","277","802","174","425","124","377","124","247","147","76","62","28","33","28","47","419","101","0","27"
"0500000US36037","Genesee County, New York","24371","769","16206","677","15591","702","615","138","2017","282","2352","325","1781","250","692","149","1239","224","84","97","20140","821","13179","679","12704","690","475","136","1725","277","2038","285","1660","247","622","144","839","186","77","98","1925","276","1371","245","1353","246","18","13","93","53","185","72","95","48","70","38","111","47","0","27","147","72","103","55","99","54","4","8","41","43","0","27","3","9","0","27","0","27","0","27","909","204","710","193","674","192","36","19","83","66","61","49","6","10","0","27","44","27","5","8","522","141","441","136","431","137","10","11","28","32","39","33","0","27","0","27","14","12","0","27","728","140","402","93","330","82","72","37","47","40","29","34","17","18","0","27","231","81","2","5"
"0500000US36071","Orange County, New York","150447","2244","98745","2182","93168","2041","5577","503","14032","769","14701","885","6162","646","9372","712","6959","634","476","142","115806","2217","75823","1897","72371","1787","3452","382","10717","614","12893","840","5626","634","6041","609","4573","486","133","62","13185","973","9506","926","9190","893","316","106","1235","235","860","185","321","94","892","263","311","121","60","46","2561","420","1770","361","1751","364","19","29","486","141","199","115","25","25","26","25","31","25","24","33","6408","625","3507","482","3344","475","163","78","967","209","350","103","57","46","1152","246","221","98","154","87","3394","431","2825","405","2714","405","111","66","185","88","152","90","23","34","55","37","154","88","0","27","9093","800","5314","588","3798","459","1516","319","442","144","247","107","110","80","1206","286","1669","323","105","85"
"0500000US36005","Bronx County, New York","379828","4213","228616","3484","217600","3325","11016","734","48050","1857","62263","1712","12156","967","5465","583","22648","1245","630","256","141576","2723","77818","2055","72207","1935","5611","520","17192","877","31015","1067","5756","588","2553","347","7139","696","103","68","25284","1113","13624","884","12439","862","1185","263","3354","381","5646","575","1160","271","249","112","1058","275","193","207","144332","3295","92766","2671","91446","2611","1320","291","20038","1365","19940","1203","3867","564","1926","380","5547","668","248","127","41024","1855","28423","1524","27411","1504","1012","292","5021","549","4000","442","848","232","508","169","2219","411","5","7","9354","803","6001","668","5772","657","229","122","1070","249","939","205","223","104","37","33","1066","243","18","19","18258","1113","9984","856","8325","802","1659","270","1375","290","723","207","302","188","192","97","5619","649","63","58"
"0500000US36035","Fulton County, New York","18205","610","11656","561","11226","559","430","130","2411","254","2091","247","787","149","197","97","1036","225","27","28","15226","614","9641","532","9322","535","319","100","2156","254","1886","242","690","144","146","88","682","171","25","27","1533","258","987","191","945","197","42","33","115","56","167","70","90","52","43","48","131","68","0","27","54","42","26","25","26","25","0","27","15","17","5","10","0","27","8","14","0","27","0","27","534","148","413","132","386","130","27","28","40","32","19","13","0","27","0","27","62","44","0","27","461","172","371","165","371","165","0","27","51","42","11","15","3","3","0","27","25","26","0","27","397","140","218","87","176","83","42","40","34","35","3","4","4","6","0","27","136","91","2","5"
"0500000US36083","Rensselaer County, New York","57954","1513","34734","1353","33306","1354","1428","230","9296","633","5643","493","4202","415","863","223","3097","286","119","78","45539","1340","27019","1169","25981","1203","1038","204","7334","575","4995","437","3376","321","820","227","1902","217","93","73","4550","528","2712","363","2627","347","85","54","625","155","361","144","542","220","26","29","281","149","3","4","1686","358","1189","329","1163","331","26","39","250","114","81","53","127","103","0","27","39","37","0","27","2736","387","1714","300","1608","293","106","80","760","181","106","58","46","62","11","15","99","61","0","27","665","178","437","146","426","145","11","16","58","38","37","34","38","36","0","27","95","63","0","27","2778","317","1663","247","1501","239","162","66","269","108","63","40","73","52","6","10","681","160","23","24"
"0500000US36027","Dutchess County, New York","117830","2012","77264","1884","71809","1835","5455","454","14997","868","9838","686","7246","591","1366","236","6952","540","167","92","91650","2161","59954","1888","56300","1861","3654","341","11791","816","8489","576","6304","529","1127","207","3877","359","108","85","8687","801","5831","622","5445","618","386","126","968","224","794","263","583","180","129","71","372","123","10","13","1934","335","1425","295","1395","292","30","32","242","104","88","53","28","34","13","22","138","96","0","27","5675","536","3816","447","3595","435","221","81","1065","201","179","97","178","125","41","38","388","116","8","11","1489","282","1062","239","1002","229","60","47","154","61","59","41","69","47","18","23","127","78","0","27","8395","605","5176","426","4072","370","1104","243","777","202","229","100","84","55","38","29","2050","323","41","32"
"0500000US36043","Herkimer County, New York","18468","688","11484","604","10841","576","643","133","1790","210","2032","247","1266","213","245","90","1571","230","80","45","13861","629","8585","509","8154","502","431","117","1390","168","1825","249","1134","212","178","74","736","162","13","15","1701","222","1330","208","1283","199","47","40","69","35","109","49","82","37","6","9","105","50","0","27","208","104","184","92","184","92","0","27","2","5","1","2","3","11","0","27","18","24","0","27","1292","219","699","170","642","172","57","29","226","99","84","52","9","15","9","14","218","93","47","42","230","83","174","77","168","75","6","6","17","19","0","27","3","5","0","27","36","25","0","27","1176","177","512","96","410","86","102","52","86","56","13","12","35","38","52","52","458","108","20","12"
"0500000US36089","St. Lawrence County, New York","40895","1054","22001","852","20850","860","1151","205","5690","389","4260","384","4877","457","770","148","3151","376","146","99","31649","927","17088","799","16262","821","826","185","4591","365","3570","366","3982","410","721","141","1692","297","5","9","3837","476","2203","363","2087","347","116","61","440","114","388","122","450","127","32","26","291","98","33","53","211","91","77","47","77","47","0","27","106","70","18","20","10","17","0","27","0","27","0","27","2684","349","1661","280","1562","270","99","64","320","105","194","68","331","99","14","23","164","84","0","27","371","85","212","63","212","63","0","27","36","28","44","57","48","32","0","27","31","30","0","27","2143","316","760","160","650","142","110","45","197","67","46","33","56","26","3","4","973","216","108","86"
"0500000US36113","Warren County, New York","36910","1091","24578","963","23645","933","933","176","4684","428","2953","363","1792","263","380","140","2439","330","84","70","30195","1054","19930","891","19203","868","727","172","3930","395","2628","337","1594","264","343","130","1764","257","6","7","3459","453","2383","400","2304","387","79","49","443","153","174","63","159","80","27","32","273","134","0","27","460","227","278","125","278","125","0","27","80","67","60","95","0","27","0","27","0","27","42","62","1086","227","902","215","888","215","14","16","74","43","26","22","15","21","0","27","65","29","4","9","587","168","433","148","433","148","0","27","68","55","48","39","9","15","4","8","11","17","14","21","1123","194","652","166","539","152","113","62","89","63","17","20","15","16","6","9","326","106","18","28"
"0500000US36055","Monroe County, New York","388887","2425","268697","2486","258960","2512","9737","635","57038","1742","27938","1243","13403","618","3390","360","18004","879","417","122","318775","2613","221299","2647","213757","2565","7542","586","46367","1423","24372","1141","11545","584","2869","321","12057","768","266","101","29584","1384","21171","1233","20804","1220","367","136","4146","480","1706","246","722","179","234","88","1510","275","95","79","10716","851","7735","771","7698","768","37","32","1669","294","801","177","276","102","44","37","191","103","0","27","10866","650","6436","572","6263","560","173","76","3029","369","590","180","382","117","101","79","291","100","37","40","4377","453","2838","368","2717","363","121","55","820","174","262","109","110","67","21","24","326","147","0","27","14569","975","9218","754","7721","642","1497","299","1007","203","207","86","368","116","121","76","3629","486","19","24"
"0500000US36111","Ulster County, New York","68778","1532","42533","1157","39241","1066","3292","376","6950","583","7185","653","4930","446","848","225","6008","495","324","167","52196","1360","32417","1059","30263","1014","2154","276","5123","544","6398","586","4317","425","659","191","3189","377","93","79","5944","621","3799","468","3554","445","245","122","833","200","385","144","243","104","159","116","498","165","27","42","544","172","411","144","411","144","0","27","80","62","27","32","19","23","0","27","7","11","0","27","3341","408","2091","320","1878","311","213","95","467","146","200","85","193","87","4","5","233","146","153","149","842","154","675","139","641","139","34","29","39","34","22","22","17","25","10","15","79","48","0","27","5911","545","3140","370","2494","314","646","195","408","127","153","99","141","61","16","24","2002","293","51","64"
"0500000US36051","Livingston County, New York","22485","790","13174","611","12485","583","689","150","2154","229","2279","268","3495","400","302","77","1033","171","48","53","17882","768","10482","589","9982","577","500","136","1682","216","1981","244","2880","329","218","67","602","130","37","51","1399","230","816","163","765","161","51","34","157","69","108","48","215","96","23","20","73","37","7","12","259","109","111","86","102","85","9","13","88","72","24","23","36","43","0","27","0","27","0","27","1685","283","1025","222","969","211","56","45","177","93","142","79","228","133","49","32","60","49","4","7","190","97","112","71","98","70","14","13","10","11","0","27","63","64","0","27","5","5","0","27","1070","167","628","135","569","122","59","40","40","30","24","24","73","42","12","25","293","74","0","27"
"0500000US36039","Greene County, New York","16611","709","10161","648","9426","644","735","184","826","156","1921","246","1929","343","214","95","1422","247","138","109","13191","714","8056","631","7615","619","441","159","658","140","1652","232","1760","332","193","93","858","190","14","16","1451","249","893","206","841","205","52","41","85","43","255","108","129","78","8","10","67","44","14","32","8","13","8","13","8","13","0","24","0","24","0","24","0","24","0","24","0","24","0","24","582","185","389","156","322","159","67","55","45","40","11","16","18","23","0","24","30","22","89","86","416","224","256","154","223","148","33","34","9","15","2","3","15","18","6","8","128","125","0","24","963","189","559","147","417","128","142","59","29","23","1","2","7","8","7","12","339","135","21","37"
"0500000US36003","Allegany County, New York","16419","474","8713","428","8313","414","400","91","2588","237","1763","191","1906","232","206","70","1172","127","71","37","12053","391","6657","323","6396","316","261","72","1768","197","1465","188","1375","183","160","61","616","91","12","16","1257","162","588","121","565","121","23","20","164","41","147","40","223","75","25","24","91","32","19","21","89","45","46","35","46","35","0","24","39","28","0","24","2","3","0","24","0","24","2","4","2225","284","1050","221","1008","217","42","34","577","142","120","58","291","86","14","17","170","61","3","5","207","68","127","50","103","50","24","15","24","24","0","24","6","8","0","24","43","40","7","11","588","95","245","60","195","55","50","28","16","11","31","25","9","8","7","9","252","51","28","26"
"0500000US36009","Cattaraugus County, New York","29829","731","18362","663","17518","636","844","181","2775","258","4017","316","2167","224","557","107","1913","215","38","25","24628","701","15076","621","14452","605","624","173","2313","227","3647","304","1927","205","514","100","1125","178","26","21","2240","219","1585","185","1519","180","66","43","175","81","184","47","163","48","8","9","125","44","0","27","128","66","77","60","77","60","0","27","45","32","6","7","0","27","0","27","0","27","0","27","1398","214","894","173","830","163","64","40","137","48","136","69","71","43","9","10","142","62","9","13","431","115","287","89","271","88","16","18","49","32","6","6","0","27","24","41","65","45","0","27","1004","147","443","104","369","91","74","34","56","39","38","24","6","7","2","4","456","88","3","4"
